District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Kottayam,Grama Panchayat,G05043,Akalakkunnam,1,PATTYALIMATTAM,മാത്തുക്കുട്ടി ആന്റണി,IND,OTH,422,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,2,NELLIKUNNU,ശ്രീലത ജയൻ,CPI(M),LDF,397,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,3,THACHILANGADU,സീമ പ്രകാശ്,INC,UDF,281,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,4,KARIMBANI,സിജി സണ്ണി,INC,UDF,343,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,5,EDAMULA,ജോർജ്  തോമസ്  മൈലാടിയിൽ,IND,OTH,302,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,6,POOVATHILAPPU,ഷാന്റി ബാബു വടക്കേക്കുറ്റ്,INC,UDF,363,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,7,KANJIRAMATTOM,മാത്തുക്കുട്ടി ഞായറുകുളം,KC(M),LDF,480,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,8,KDAKUZHI,ജേക്കബ് തോമസ് (ബേബി താന്നിക്കൽ ),KC(M),LDF,335,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,9,CHENGALAM,റ്റെസി രാജു മാവേലിവെട്ടത്ത്,INC,UDF,250,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,10,THEKKUMTHALA,രാജശേഖരന്‍ നായര്‍ (മണി ഒറ്റപ്ലാക്കൽ ),IND,OTH,488,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,11,MATTAPALLY,രഘു കെ  കെ   കാട്ടാര്‍കുടിയില്‍,KC(M),LDF,386,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,12,MUZHOOR,ജീനാ ജോയി പെരുകിലക്കാട്ട്,INC,UDF,345,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,13,MANJAMATTOM,ജാന്‍സി ബാബു ഐക്കരമേപ്പുറത്ത്,KC(M),LDF,427,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,14,MATTAKKARA,ബെന്നി ജേക്കബ് (ബെന്നി വടക്കേടം),KC(M),LDF,367,2020
Kottayam,Grama Panchayat,G05043,Akalakkunnam,15,MANAL,സിന്ധു അനില്‍കുമാര്‍,IND,OTH,361,2020
Kottayam,Grama Panchayat,G05016,Arpookkara,1,MANCHADIKKARI,മഞ്ജു ഷിജിമോന്‍,CPI(M),LDF,433,2020
Kottayam,Grama Panchayat,G05016,Arpookkara,2,MANIYAPARAMBU,രഞ്ജിനി മനോജ്,CPI,LDF,331,2020
Kottayam,Grama Panchayat,G05016,Arpookkara,3,CHOORAKKAVU,സേതുലക്ഷ്മി,CPI(M),LDF,496,2020
Kottayam,Grama Panchayat,G05016,Arpookkara,4,PINANCHARAKKUZHI,കെ. കെ. ഹരിക്കുട്ടന്‍,CPI(M),LDF,447,2020
Kottayam,Grama Panchayat,G05016,Arpookkara,5,VILLOONNI,റോയി മാത്യു പുതുശ്ശേരി,INC,UDF,632,2020
